PRODUCT_ID,PRODUCT_TYPE,YIELD_RATE,SHIFT,MACHINE_ID,OPERATOR_ID,MATERIAL_BATCH,TEMPERATURE,HUMIDITY,DOWNTIME,DEFECT_COUNT,MAINTENANCE_SCHEDULE,TRACK_OUT_DATE,MANUFACTURE_DATE,MODEL_NAME,YEAR_OF_MANUFACTURE,ENGINE_TYPE,FUEL_TYPE,TRANSMISSION_TYPE,BODY_STYLE,Price(in Dollars),Mileage (km/l or mpg),SEATING_CAPACITY,COLOR_OPTIONS,SAFETY_FEATURES,Warranty Period(in Years),Horsepower (HP),Torque (Nm),Top Speed (km/h or mph),Acceleration (0-100 km/h or 0-60 mph),Dimensions (L x W x H),Weight (kg or lbs),Fuel Tank Capacity (liters)
496,Peugeot,0.93,Morning,17,13,Batch_50,15.28,52.09,1.32,0,21:37.5,2024-01-02,2024-01-16,Model_80,2017,V8,Diesel,Manual,Hatchback,72485,22.21,6,"Red, Blue, Black","Airbags, ABS, EBD",5,696,511,332,6.10,4541 x 1840 x 1486 mm,2408,70
497,Renault,0.85,Afternoon,18,14,Batch_60,18.44,35.88,1.67,8,21:37.5,2024-05-20,2024-10-25,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
498,Audi,0.93,Morning,15,40,Batch_40,27.17,54.66,4.92,9,21:37.5,2024-03-05,2024-01-30,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
499,GMC,0.93,Morning,12,46,Batch_95,26.40,44.04,0.30,0,21:37.5,2024-09-13,2024-02-13,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
500,Genesis,0.97,Afternoon,13,43,Batch_34,19.93,55.35,6.68,5,21:37.5,2024-08-24,2024-10-27,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
501,Rolls-Royce,0.98,Afternoon,15,44,Batch_52,16.64,33.63,1.74,6,21:37.5,2024-09-22,2024-10-30,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
502,Ford,0.94,Morning,15,27,Batch_44,23.54,49.91,8.56,0,21:37.5,2024-03-31,2024-04-28,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
503,Lincoln,0.88,Afternoon,19,30,Batch_12,17.44,50.25,8.52,8,21:37.5,2024-09-03,2024-04-18,Model_80,2016,V6,Petrol,Automatic,Sedan,61303,15.34,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,689,587,225,5.07,4281 x 1883 x 1405 mm,1512,67
504,Jeep,0.86,Night,1,26,Batch_94,26.98,54.27,2.45,4,21:37.5,2024-06-28,2024-03-10,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
505,Opel,0.83,Morning,5,35,Batch_92,25.58,67.09,1.31,5,21:37.5,2024-01-24,2024-04-08,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
506,Land Rover,0.93,Morning,6,38,Batch_4,19.60,42.20,1.07,8,21:37.5,2024-10-19,2024-04-29,Model_42,2008,V8,Diesel,Automatic,Coupe,98054,21.75,7,"Red, Blue, Black","Airbags, ABS, EBD",5,197,203,201,6.48,4850 x 1907 x 1429 mm,2124,40
507,Porsche,0.93,Night,17,2,Batch_97,23.15,36.22,0.46,4,21:37.5,2024-07-08,2024-03-07,Model_41,2000,V6,Diesel,Automatic,Hatchback,80941,22.97,7,"White, Silver, Grey","Traction Control, Lane Assist",6,629,781,283,7.42,4192 x 1895 x 1499 mm,2143,79
508,Audi,0.97,Morning,16,28,Batch_37,24.77,45.09,7.07,8,21:37.5,2024-04-29,2024-05-19,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
509,Jaguar,0.95,Night,16,17,Batch_84,22.90,65.65,0.19,10,21:37.5,2024-04-26,2024-05-05,Model_28,2004,V6,Diesel,Automatic,SUV,65761,18.85,6,"Red, Blue, Black","Traction Control, Lane Assist",3,564,365,169,8.13,4356 x 1837 x 1404 mm,1400,40
510,Citroen,0.97,Morning,16,7,Batch_18,20.95,49.50,1.23,3,21:37.5,2024-01-12,2023-12-13,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
511,Porsche,0.86,Night,18,10,Batch_61,28.21,47.78,5.24,3,21:37.5,2024-10-19,2024-02-26,Model_41,2000,V6,Diesel,Automatic,Hatchback,80941,22.97,7,"White, Silver, Grey","Traction Control, Lane Assist",6,629,781,283,7.42,4192 x 1895 x 1499 mm,2143,79
512,Seat,0.98,Night,19,50,Batch_72,16.30,56.46,2.71,6,21:37.5,2024-06-05,2023-12-31,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
513,Aston Martin,0.85,Morning,19,14,Batch_94,17.40,40.39,7.83,0,21:37.5,2024-08-02,2024-10-02,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
514,Alfa Romeo,0.96,Afternoon,13,28,Batch_29,23.30,58.32,7.81,1,21:37.5,2024-04-17,2024-02-29,Model_83,2015,Electric,Electric,Manual,Sedan,22607,16.19,4,"White, Silver, Grey","Traction Control, Lane Assist",5,124,750,220,5.57,4670 x 1867 x 1478 mm,1911,
515,Jeep,0.89,Night,5,1,Batch_3,17.21,66.87,2.90,0,21:37.5,2024-09-01,2024-09-20,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
516,Peugeot,0.99,Morning,20,4,Batch_73,15.70,66.05,2.55,0,21:37.5,2024-08-08,2024-03-17,Model_80,2017,V8,Diesel,Manual,Hatchback,72485,22.21,6,"Red, Blue, Black","Airbags, ABS, EBD",5,696,511,332,6.10,4541 x 1840 x 1486 mm,2408,70
517,Citroen,0.88,Afternoon,18,45,Batch_10,21.77,45.84,8.56,3,21:37.5,2024-06-07,2024-06-14,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
518,Honda,0.94,Afternoon,4,43,Batch_80,19.92,60.01,4.37,9,21:37.5,2024-03-30,2024-05-27,Model_11,2011,V8,Petrol,Manual,Hatchback,52649,13.07,7,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",5,670,836,159,6.11,4210 x 1933 x 1543 mm,1261,40
519,Fiat,0.98,Night,10,45,Batch_88,25.62,35.95,2.02,8,21:37.5,2024-07-24,2024-10-25,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
520,McLaren,0.81,Afternoon,4,12,Batch_38,17.80,47.69,2.59,2,21:37.5,2024-05-19,2024-07-21,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
521,McLaren,0.98,Night,15,12,Batch_33,23.46,60.38,3.00,9,21:37.5,2024-05-14,2024-01-06,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
522,Opel,0.96,Morning,11,37,Batch_23,23.36,58.96,0.78,4,21:37.5,2024-03-25,2024-05-09,Model_29,2013,Electric,Electric,Manual,Coupe,29039,18.28,7,"Green, Yellow, Orange","Traction Control, Lane Assist",4,154,222,290,4.21,4220 x 1999 x 1526 mm,1146,
523,Oldsmobile,0.96,Morning,2,4,Batch_9,24.80,56.37,5.53,8,21:37.5,2024-09-30,2024-03-05,Model_69,2008,V6,Diesel,Manual,Coupe,69862,24.85,2,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,452,673,187,4.24,4513 x 1772 x 1447 mm,1990,60
524,Plymouth,0.87,Afternoon,2,7,Batch_72,27.35,36.11,3.79,1,21:37.5,2024-07-03,2024-01-20,Model_9,2007,Hybrid,Diesel,Manual,SUV,61486,23.24,3,"Green, Yellow, Orange","Airbags, ABS, EBD",3,528,264,313,9.56,4432 x 1758 x 1440 mm,1682,71
525,Vauxhall,0.91,Afternoon,11,50,Batch_49,24.51,58.11,8.62,1,21:37.5,2024-04-02,2024-05-11,Model_76,2006,Electric,Electric,Automatic,Hatchback,89831,21.75,4,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",6,490,847,320,6.61,4381 x 1956 x 1545 mm,1132,
526,Cadillac,0.87,Afternoon,13,3,Batch_88,24.51,68.38,6.76,9,21:37.5,2024-09-24,2024-04-12,Model_5,2003,Electric,Electric,Manual,Hatchback,65277,16.30,5,"White, Silver, Grey","Traction Control, Lane Assist",4,384,706,308,7.23,4086 x 1859 x 1458 mm,1998,
527,Renault,0.83,Afternoon,18,34,Batch_29,24.67,55.91,4.91,4,21:37.5,2024-03-26,2024-02-18,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
528,Isuzu,0.95,Morning,3,50,Batch_26,20.37,48.08,7.72,6,21:37.5,2024-08-09,2024-10-16,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
529,Isuzu,0.93,Morning,1,9,Batch_11,27.80,38.64,0.42,9,21:37.5,2024-03-16,2024-04-05,Model_86,2023,Electric,Electric,Manual,Hatchback,77244,10.25,5,"Green, Yellow, Orange","Airbags, ABS, EBD",3,169,826,327,2.86,4499 x 1763 x 1527 mm,1540,
530,Ford,0.91,Night,8,35,Batch_79,15.53,35.60,6.61,3,21:37.5,2024-05-22,2024-04-19,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
531,Maserati,0.84,Afternoon,19,43,Batch_79,24.58,32.29,6.31,7,21:37.5,2024-02-20,2024-03-13,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
532,Lucid Motors,0.85,Afternoon,10,2,Batch_24,18.50,65.01,8.25,5,21:37.5,2024-03-15,2024-09-09,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
533,Lexus,0.81,Morning,1,4,Batch_80,20.66,61.15,8.63,10,21:37.5,2024-06-23,2024-09-21,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
534,Maserati,0.90,Afternoon,20,40,Batch_59,24.91,69.20,3.76,10,21:37.5,2024-05-12,2024-02-04,Model_48,2020,Hybrid,Hybrid,Manual,Coupe,82351,21.86,4,"Green, Yellow, Orange","Airbags, ABS, EBD",4,249,765,221,3.82,4824 x 1975 x 1587 mm,1947,65
535,Rolls-Royce,0.98,Afternoon,15,28,Batch_98,26.77,49.08,7.38,7,21:37.5,2024-05-27,2024-06-28,Model_90,2004,Electric,Electric,Manual,Sedan,34456,20.73,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,601,255,207,6.90,4953 x 1769 x 1475 mm,1839,
536,Acura,0.95,Night,9,48,Batch_47,19.66,64.95,0.04,9,21:37.5,2024-01-06,2024-07-04,Model_11,2015,Hybrid,Hybrid,Manual,SUV,27921,10.28,2,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,346,721,237,6.48,4160 x 1821 x 1591 mm,1671,65
537,Audi,0.91,Morning,18,36,Batch_20,24.93,36.82,5.11,5,21:37.5,2024-05-30,2023-12-07,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
538,Daihatsu,0.93,Night,20,35,Batch_4,23.56,41.49,5.38,10,21:37.5,2024-02-16,2024-05-20,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
539,Genesis,0.86,Night,13,46,Batch_79,24.73,40.40,1.48,2,21:37.5,2024-07-26,2024-01-22,Model_16,2014,Hybrid,Hybrid,Manual,Coupe,35414,26.38,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,498,864,280,5.53,4707 x 1753 x 1469 mm,2342,64
540,Aston Martin,0.84,Morning,2,6,Batch_77,16.85,58.07,0.49,6,21:37.5,2023-12-15,2024-03-24,Model_28,2019,Electric,Electric,Manual,SUV,86179,18.05,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,476,207,257,7.64,4134 x 1795 x 1495 mm,1085,
541,Plymouth,0.88,Afternoon,17,19,Batch_54,18.86,36.86,9.23,2,21:37.5,2024-03-11,2024-03-21,Model_9,2007,Hybrid,Diesel,Manual,SUV,61486,23.24,3,"Green, Yellow, Orange","Airbags, ABS, EBD",3,528,264,313,9.56,4432 x 1758 x 1440 mm,1682,71
542,Lexus,0.85,Afternoon,8,20,Batch_16,17.53,30.50,9.26,8,21:37.5,2024-10-18,2024-06-20,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
543,Volkswagen,0.99,Night,9,12,Batch_38,25.73,35.81,6.13,5,21:37.5,2024-03-04,2024-05-19,Model_19,2020,Hybrid,Petrol,Automatic,SUV,47791,14.35,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,312,526,211,9.48,4650 x 1808 x 1523 mm,2296,42
544,Mercury,0.89,Afternoon,18,43,Batch_93,23.95,61.27,1.91,2,21:37.5,2024-10-23,2024-09-14,Model_48,2005,Electric,Electric,Automatic,Hatchback,40728,18.77,3,"White, Silver, Grey","Traction Control, Lane Assist",4,324,656,241,3.79,4175 x 1914 x 1488 mm,1262,
545,Hummer,0.94,Morning,5,32,Batch_94,28.06,40.17,8.73,1,21:37.5,2024-07-20,2024-11-16,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
546,Saab,0.93,Morning,15,49,Batch_93,18.47,38.01,2.81,8,21:37.5,2023-12-18,2024-07-13,Model_86,2021,Electric,Electric,Automatic,Hatchback,83945,27.81,7,"Green, Yellow, Orange","Airbags, ABS, EBD",3,199,789,280,6.04,4496 x 1997 x 1411 mm,1056,
547,Rivian,0.81,Afternoon,2,24,Batch_25,23.50,30.38,0.87,9,21:37.5,2024-09-04,2024-10-02,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
548,Mini,0.87,Night,12,31,Batch_7,26.35,35.22,3.15,2,21:37.5,2024-02-07,2023-12-10,Model_99,2017,V6,Diesel,Manual,Hatchback,30617,12.86,5,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",5,172,444,294,7.40,4168 x 1747 x 1567 mm,1349,57
549,McLaren,0.88,Morning,13,5,Batch_66,22.16,65.63,5.56,1,21:37.5,2024-08-01,2024-04-19,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
550,Mitsubishi,0.94,Afternoon,8,42,Batch_53,21.14,34.90,5.58,8,21:37.5,2024-06-26,2024-10-10,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
551,Lexus,0.92,Night,10,27,Batch_88,21.20,64.38,0.00,5,21:37.5,2024-01-09,2024-10-13,Model_67,2016,V6,Diesel,Manual,Sedan,83000,14.51,4,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",7,284,621,292,4.83,4064 x 1754 x 1515 mm,1188,61
552,Volvo,0.88,Morning,19,1,Batch_57,18.20,58.16,6.82,0,21:37.5,2024-09-07,2024-01-09,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
553,Lucid Motors,0.95,Morning,19,38,Batch_58,19.88,65.45,6.60,4,21:37.5,2024-04-09,2024-06-12,Model_66,2020,V6,Diesel,Automatic,Hatchback,47961,19.29,4,"White, Silver, Grey","Traction Control, Lane Assist",3,234,611,172,4.86,4691 x 1898 x 1585 mm,2310,74
554,Renault,0.87,Night,16,18,Batch_63,15.59,64.44,3.47,8,21:37.5,2024-08-07,2024-10-05,Model_86,2007,V8,Petrol,Automatic,Sedan,44407,17.62,7,"White, Silver, Grey","Airbags, ABS, EBD",4,102,537,240,7.30,4457 x 1980 x 1467 mm,1352,64
555,Volvo,0.81,Afternoon,11,24,Batch_58,15.87,47.46,8.38,4,21:37.5,2024-11-01,2024-01-14,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
556,GMC,0.87,Morning,20,47,Batch_26,16.22,42.98,3.35,8,21:37.5,2024-07-22,2024-03-22,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
557,Toyota,0.84,Afternoon,17,37,Batch_42,16.46,40.50,7.66,9,21:37.5,2024-05-06,2024-03-27,Model_87,2013,V6,Petrol,Manual,SUV,81422,24.97,3,"Red, Blue, Black","Airbags, ABS, EBD",7,509,463,253,5.27,4096 x 1757 x 1415 mm,2383,45
558,GMC,0.86,Morning,17,32,Batch_65,19.80,67.15,8.32,3,21:37.5,2024-02-12,2024-11-09,Model_47,2019,Electric,Electric,Automatic,Coupe,95678,24.26,2,"Red, Blue, Black","Airbags, ABS, EBD",3,367,634,179,6.15,4235 x 1960 x 1520 mm,2096,
559,Jeep,0.88,Night,6,31,Batch_96,23.52,38.05,7.79,8,21:37.5,2024-01-30,2024-01-01,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
560,Bugatti,0.85,Morning,12,14,Batch_54,16.14,37.79,5.06,0,21:37.5,2023-12-01,2024-07-14,Model_94,2009,V6,Diesel,Manual,SUV,34490,16.74,3,"Green, Yellow, Orange","Airbags, ABS, EBD",6,359,725,320,4.82,4602 x 1969 x 1507 mm,2116,65
561,Mitsubishi,0.80,Morning,5,12,Batch_59,29.18,51.55,8.20,10,21:37.5,2024-02-15,2024-01-29,Model_72,2023,V6,Diesel,Manual,Coupe,87442,15.18,3,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",4,381,638,237,8.19,4619 x 1745 x 1436 mm,1926,51
562,McLaren,0.97,Night,2,37,Batch_17,27.90,32.11,2.86,9,21:37.5,2023-12-24,2024-01-14,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
563,Rivian,0.85,Afternoon,15,4,Batch_57,17.13,56.72,9.43,5,21:37.5,2024-08-19,2024-04-03,Model_72,2006,V6,Petrol,Manual,Coupe,67266,26.74,7,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,229,807,227,3.12,4764 x 1758 x 1541 mm,1029,69
564,Audi,0.95,Afternoon,5,4,Batch_80,19.37,47.36,2.89,8,21:37.5,2024-06-10,2024-01-11,Model_11,2005,Electric,Electric,Manual,Sedan,46943,16.15,2,"Green, Yellow, Orange","Airbags, ABS, EBD",5,563,758,319,2.55,4808 x 1939 x 1591 mm,2248,
565,Volvo,0.88,Afternoon,11,23,Batch_55,15.69,32.84,6.49,1,21:37.5,2024-05-11,2024-07-06,Model_17,2009,V6,Hybrid,Automatic,Coupe,81395,12.04,3,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,211,652,157,5.50,4718 x 1777 x 1406 mm,1339,44
566,Jeep,0.96,Night,4,38,Batch_77,28.18,50.63,9.98,2,21:37.5,2024-01-20,2024-05-15,Model_95,2015,Electric,Electric,Manual,Coupe,91184,17.77,2,"Red, Blue, Black","Traction Control, Lane Assist",4,486,591,337,7.20,4782 x 1888 x 1588 mm,2060,
567,Tesla,0.90,Afternoon,12,31,Batch_31,29.08,56.88,0.43,1,21:37.5,2024-09-13,2024-04-09,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
568,Nissan,0.97,Afternoon,18,37,Batch_85,24.36,59.85,2.19,10,21:37.5,2023-12-02,2023-12-25,Model_50,2008,V6,Diesel,Automatic,SUV,23560,25.70,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",4,335,317,321,6.09,4096 x 1781 x 1480 mm,1898,73
569,Ford,0.86,Night,10,19,Batch_86,16.19,47.42,7.76,3,21:37.5,2024-06-25,2024-04-21,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
570,Tesla,0.98,Afternoon,20,35,Batch_3,28.37,50.74,7.50,7,21:37.5,2024-05-14,2023-12-27,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
571,Infiniti,0.97,Afternoon,5,20,Batch_50,24.60,66.31,2.87,0,21:37.5,2024-03-07,2024-02-18,Model_67,2008,Hybrid,Petrol,Manual,SUV,47305,14.66,2,"Green, Yellow, Orange","Airbags, ABS, EBD",7,224,892,309,2.72,4155 x 1941 x 1543 mm,1552,73
572,Ford,0.87,Morning,10,25,Batch_65,16.68,64.76,2.59,9,21:37.5,2024-10-10,2024-03-07,Model_1,2006,Hybrid,Petrol,Manual,Sedan,92888,15.39,3,"White, Silver, Grey","Airbags, ABS, EBD",6,696,298,261,9.00,4421 x 1748 x 1452 mm,2469,45
573,Hummer,0.87,Morning,20,47,Batch_27,25.02,63.43,2.40,9,21:37.5,2023-12-14,2024-10-13,Model_79,2006,Electric,Electric,Automatic,SUV,84033,11.92,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",3,179,661,344,5.31,4462 x 1892 x 1581 mm,1032,
574,Seat,0.86,Morning,12,22,Batch_95,21.03,61.67,9.70,7,21:37.5,2024-11-18,2024-10-24,Model_92,2004,Hybrid,Hybrid,Automatic,Hatchback,94167,17.01,2,"Red, Blue, Black","Blind Spot Monitoring, Rear Camera",7,246,855,208,2.69,4386 x 1946 x 1429 mm,1743,73
575,McLaren,0.90,Morning,15,12,Batch_20,19.43,68.24,6.67,0,21:37.5,2024-02-20,2024-08-07,Model_15,2013,V6,Hybrid,Automatic,Sedan,46999,25.92,3,"Green, Yellow, Orange","Traction Control, Lane Assist",3,274,869,248,8.08,4643 x 1795 x 1457 mm,2339,58
576,Hyundai,0.99,Afternoon,11,33,Batch_25,29.68,60.73,2.36,4,21:37.5,2024-10-19,2024-05-23,Model_42,2014,Hybrid,Petrol,Automatic,Sedan,41985,23.14,2,"Red, Blue, Black","Airbags, ABS, EBD",4,645,578,181,6.63,4321 x 1718 x 1506 mm,1336,76
577,Skoda,0.85,Afternoon,3,34,Batch_89,15.45,53.57,6.38,6,21:37.5,2024-08-14,2024-02-02,Model_78,2010,V6,Diesel,Manual,SUV,71300,29.69,5,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,148,827,336,3.77,4586 x 1768 x 1431 mm,1931,52
578,Fiat,0.91,Night,20,46,Batch_90,29.54,53.96,5.23,2,21:37.5,2024-06-05,2024-02-24,Model_19,2004,Electric,Electric,Manual,Coupe,29483,16.94,7,"Red, Blue, Black","Airbags, ABS, EBD",6,504,615,332,8.48,4641 x 1712 x 1429 mm,1231,
579,Daihatsu,0.87,Night,5,35,Batch_97,17.48,33.40,7.00,6,21:37.5,2024-07-05,2024-08-04,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
580,Daihatsu,0.98,Night,7,48,Batch_97,28.60,63.79,0.01,10,21:37.5,2024-09-03,2024-10-27,Model_69,2008,Hybrid,Petrol,Manual,Sedan,35908,17.88,4,"Green, Yellow, Orange","Blind Spot Monitoring, Rear Camera",6,223,712,217,9.71,4971 x 1744 x 1436 mm,2065,72
581,Tesla,0.95,Morning,1,14,Batch_9,29.18,39.66,1.21,10,21:37.5,2024-10-27,2024-04-20,Model_8,2014,Electric,Electric,Manual,Sedan,79487,16.42,3,"White, Silver, Grey","Traction Control, Lane Assist",3,316,498,223,9.70,4939 x 1785 x 1458 mm,2302,
582,Citroen,0.82,Night,14,36,Batch_58,27.03,64.33,2.90,0,21:37.5,2024-10-12,2024-03-06,Model_28,2008,Hybrid,Petrol,Manual,Coupe,31479,25.90,7,"White, Silver, Grey","Blind Spot Monitoring, Rear Camera",6,303,751,262,5.65,4404 x 1774 x 1552 mm,1407,43
